Question Text,Generated Query,Ground Truth Query,BLEU Score,Exact Match
"Which religion do the people follow, whose constituency is Jadavpur?",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Thổ_people> <http://dbpedia.org/ontology/religion> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/constituency> <http://dbpedia.org/resource/Jadavpur_(Lok_Sabha_constituency)> . ?x <http://dbpedia.org/property/religion> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},0.21461525,0
"Where did the athlete start his career, who did his highschool in Red Lion Area School District?","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/routeStart> <http://dbpedia.org/resource/Red_Lion,_York_County,_Pennsylvania> }",SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/highschool> <http://dbpedia.org/resource/Red_Lion_Area_School_District> . ?x <http://dbpedia.org/property/debutteam> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete>},0.21461525,0
Who is the founder of the trade union which affiliates Amalgamated Association of Iron and Steel Workers?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/founder> <http://dbpedia.org/resource/Sally_Steele> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Amalgamated_Association_of_Iron_and_Steel_Workers> <http://dbpedia.org/ontology/affiliation> ?x . ?x <http://dbpedia.org/property/founded> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TradeUnion>},0.21461525,0
Which are the  automobile platform whose one of the automobile platform is Dodge ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Automobile> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/automobilePlatform> <http://dbpedia.org/resource/Dodge> . ?x <http://dbpedia.org/ontology/automobilePlatform> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Automobile>},0.21461525,0
List some pupils of National Science Medal winning scientists?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Scientist> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/prizes> <http://dbpedia.org/resource/National_Medal_of_Science> . ?x <http://dbpedia.org/property/doctoralStudents> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>},0.21461525,0
Who designed the bridge in Oddamavadi?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Bridge> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Oddamavadi> . ?x <http://dbpedia.org/property/designer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bridge>},0.21461525,0
What is the leader name of the settlements whose governing body is Municipal council?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Andy_Council> <http://xmlns.com/foaf/0.1/name> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/governingBody> <http://dbpedia.org/resource/Municipal_council> . ?x <http://dbpedia.org/ontology/leaderName> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Settlement>},0.21461525,0
Name the co-founder of the record labels which have one of the founder as Chris DuBois ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Andy_Council> <http://xmlns.com/foaf/0.1/name> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/founder> <http://dbpedia.org/resource/Chris_DuBois> . ?x <http://dbpedia.org/property/founder> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/RecordLabel>},0.21461525,0
What are some party leaders of the parties which have had a seat in Berlin?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/History_of_Unix> <http://dbpedia.org/ontology/developer> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/headquarter> <http://dbpedia.org/resource/Berlin> . ?x <http://dbpedia.org/ontology/leader> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/PoliticalParty>},0.21461525,0
Name all the soccer players who played in a under 18 club for La Liga?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Adventurers_(1926_film)> <http://dbpedia.org/ontology/director> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/league> <http://dbpedia.org/resource/La_Liga> . ?uri <http://dbpedia.org/property/youthclubs> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SoccerPlayer>},0.21461525,0
Who are the players whose current clubs have Ferran Soriano as chairman?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Adventurers_(1926_film)> <http://dbpedia.org/ontology/director> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/chairman> <http://dbpedia.org/resource/Ferran_Soriano> . ?uri <http://dbpedia.org/property/currentclub> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},0.21461525,0
The president who was in office when Lee Hyun Jae was the PM followed which religion?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/President> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/primeminister> <http://dbpedia.org/resource/Lee_Hyun-jae> . ?x <http://dbpedia.org/ontology/religion> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/President>},0.21461525,0
In which places do companies founded in Newcastle operate?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/City_of_Newcastle> . ?x <http://dbpedia.org/ontology/regionServed> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},0.21461525,0
What kind of games are made by Interplay Entertainment?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Entertainment> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Interplay_Entertainment> . ?x <http://dbpedia.org/property/genre> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/VideoGame>},0.21461525,0
Who owns the airport in Paphos?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Visakhapatnam_Airport> <http://dbpedia.org/ontology/owner> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Paphos_District> . ?x <http://dbpedia.org/property/owner> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Airport>},0.21461525,0
Who all have been presenters on shows by the NBC?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Presenter> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/channel> <http://dbpedia.org/resource/NBC> . ?x <http://dbpedia.org/property/presenter> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},0.21461525,0
Give me the list of cars which are the predecessor of Full Sized Cars?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Presenter> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/class> <http://dbpedia.org/resource/Full-size_car> . ?x <http://dbpedia.org/ontology/predecessor> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Automobile>},0.21461525,0
What are some software which are written in languages that are run on Unix like OS?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Presenter> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/operatingSystem> <http://dbpedia.org/resource/Unix-like> . ?uri <http://dbpedia.org/property/programmingLanguage> ?x  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>},0.21461525,0
Who gave guest appearances on the show which is the next episode after the Bombshell one?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Stadium> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/previousWork> <http://dbpedia.org/resource/Bombshell_(Smash)> . ?x <http://dbpedia.org/property/guests> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionEpisode>},0.21461525,0
What are Jerry Bock's musicals based upon?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Musical> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/music> <http://dbpedia.org/resource/Jerry_Bock> . ?x <http://dbpedia.org/ontology/basedOn> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Musical>},0.21461525,0
List the services provided by the company which provides Microsoft azure as one of the service ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/predecessor> <http://dbpedia.org/resource/Austin_London_Taxicab> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/services> <http://dbpedia.org/resource/Microsoft_Azure> . ?x <http://dbpedia.org/property/services> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},0.21461525,0
What is the stylistic origin of the music genres where the Bass guitar is important?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Origin_(band)> <http://dbpedia.org/ontology/genre> ?uri },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/instruments> <http://dbpedia.org/resource/Bass_guitar> . ?x <http://dbpedia.org/ontology/stylisticOrigin> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/MusicGenre>},0.21461525,0
List the producer of the television shows distributed by FremantleMedia.,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Suicide> },SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/distributor> <http://dbpedia.org/resource/FremantleMedia> . ?x <http://dbpedia.org/ontology/producer> ?uri  . ?x <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},0.21461525,0
Name the movies for which music was given by  Geoffrey Burgon and distributed by  Cinema International Corporation?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/Cinema_International_Corporation> ; a <http://dbpedia.org/ontology/Film> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/music> <http://dbpedia.org/resource/Geoffrey_Burgon> . ?uri <http://dbpedia.org/property/distributor> <http://dbpedia.org/resource/Cinema_International_Corporation>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},0.182724968,0
Which television show's developer is Brian Graden and voices to the character is by Isaac Hayes?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/developer> <http://dbpedia.org/resource/Brian_Graden> ; a <http://dbpedia.org/ontology/TelevisionShow> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/developer> <http://dbpedia.org/resource/Brian_Graden> . ?uri <http://dbpedia.org/property/voices> <http://dbpedia.org/resource/Isaac_Hayes>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},0.182724968,0
Which tv show was preceded by The spirit of Christmas and voice to the character was given by Mona Marshall ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/voice> <http://dbpedia.org/resource/Mona_Marshall> ; a <http://dbpedia.org/ontology/FictionalCharacter> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/previousWork> <http://dbpedia.org/resource/The_Spirit_of_Christmas_(short_film)> . ?uri <http://dbpedia.org/property/voices> <http://dbpedia.org/resource/Mona_Marshall>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},0.182724968,0
Among the companies who has product named Chinook who has a key person as Dennis Muilenburg ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Companies> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/keyPeople> <http://dbpedia.org/resource/Dennis_Muilenburg> . ?uri <http://dbpedia.org/property/products> <http://dbpedia.org/resource/Boeing_CH-47_Chinook>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},0.174583254,0
Name the sea into which Danish Straits flows and has Kaliningrad as one of the city on the shore ?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Straits> ; ?county_var <http://dbpedia.org/resource/Denmark> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/cities> <http://dbpedia.org/resource/Kaliningrad> . ?uri <http://dbpedia.org/property/outflow> <http://dbpedia.org/resource/Danish_straits>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Sea>},0.174583254,0
List the movies edited by Julian Doyle in which music was composed by Geoffrey Brugon ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/musicComposer> <http://dbpedia.org/resource/Patrick_Doyle> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/music> <http://dbpedia.org/resource/Geoffrey_Burgon> . ?uri <http://dbpedia.org/property/editing> <http://dbpedia.org/resource/Julian_Doyle_(filmmaker)>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},0.174583254,0
"Name the river with Readin, Brekshire in its path and mouth place is Sothend-on-sea ?",SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Names> ; a <http://dbpedia.org/ontology/Name> },"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/city> <http://dbpedia.org/resource/Reading,_Berkshire> . ?uri <http://dbpedia.org/ontology/mouthPlace> <http://dbpedia.org/resource/Southend-on-Sea>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>}",0.174583254,0
Which company founded by Fusajiro Yamauchi also provides services of Nintendo eShop ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Nintendo_eShop> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/foundedBy> <http://dbpedia.org/resource/Fusajiro_Yamauchi> . ?uri <http://dbpedia.org/property/services> <http://dbpedia.org/resource/Nintendo_eShop>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},0.174583254,0
Name the office holder with successor as Adrian A Basora and child as Lori Black ?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Names> ; a <http://dbpedia.org/ontology/Name> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/child> <http://dbpedia.org/resource/Lori_Black> . ?uri <http://dbpedia.org/property/successor> <http://dbpedia.org/resource/Adrian_A._Basora>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>},0.174583254,0
Name the movie which has music composed by Elliot Goldenthal and screenplay by Akiva Goldsman ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Name> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Names> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/music> <http://dbpedia.org/resource/Elliot_Goldenthal> . ?uri <http://dbpedia.org/property/screenplay> <http://dbpedia.org/resource/Akiva_Goldsman>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film>},0.174583254,0
Name the television show where Mona Marshall has given voice and is distributed by Comedy Central?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Name> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Names> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/voices> <http://dbpedia.org/resource/Mona_Marshall> . ?uri <http://dbpedia.org/property/distributor> <http://dbpedia.org/resource/Comedy_Central>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},0.174583254,0
"Name the university located in Indiana and has affiliations with Kaplan, Inc.?",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/India> ; a <http://dbpedia.org/ontology/University> },"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/campus> <http://dbpedia.org/resource/Indiana> . ?uri <http://dbpedia.org/property/affiliations> <http://dbpedia.org/resource/Kaplan,_Inc.>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/University>}",0.174583254,0
Name the television show directed by Simon Fuller and judged by Jennifier Lopez ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/Warner_Bros._Animation> ; a <http://dbpedia.org/ontology/TelevisionShow> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/creator> <http://dbpedia.org/resource/Simon_Fuller> . ?uri <http://dbpedia.org/property/judges> <http://dbpedia.org/resource/Jennifer_Lopez>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},0.174583254,0
Which fictional character sculpted by Josh Friedmann was portrayed in Terminator 3 ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Josh_Lyman> <http://dbpedia.org/ontology/portrayer> ?uri },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/creator> <http://dbpedia.org/resource/Josh_Friedman> . ?uri <http://dbpedia.org/ontology/portrayer> <http://dbpedia.org/resource/Terminator_3:_Rise_of_the_Machines>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FictionalCharacter>},0.169590111,0
Name an American football player whose debuted in Chicago Bears and former team is 1998 Baltimore Ravens season?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Politician> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/debutteam> <http://dbpedia.org/resource/Chicago_Bears> . ?uri <http://dbpedia.org/ontology/formerTeam> <http://dbpedia.org/resource/1998_Baltimore_Ravens_season>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballPlayer>},0.162033649,0
Name a  river with source country as Zambia and source location as Ikelenge  District?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Politician> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/sourceCountry> <http://dbpedia.org/resource/Zambia> . ?uri <http://dbpedia.org/property/sourceLocation> <http://dbpedia.org/resource/Ikelenge_District>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>},0.162033649,0
"Which TV show had a judge named Harry Connick, Jr. and was presented by Ryan Seacrest?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hornito,_Chiriquí> <http://dbpedia.org/ontology/country> ?uri }","SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/judges> <http://dbpedia.org/resource/Harry_Connick,_Jr.> . ?uri <http://dbpedia.org/ontology/presenter> <http://dbpedia.org/resource/Ryan_Seacrest>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>}",0.162033649,0
Name the TV shows with network as NBC and company as Paramount Television ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/network> <http://dbpedia.org/resource/NBC> . ?uri <http://dbpedia.org/property/company> <http://dbpedia.org/resource/Paramount_Television>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},0.162033649,0
Name the river with source as Shannon Pot and its mouth is located in Limerick?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jawaharlal_Nehru> <http://dbpedia.org/ontology/child> ?uri },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/source> <http://dbpedia.org/resource/Shannon_Pot> . ?uri <http://dbpedia.org/property/mouthLocation> <http://dbpedia.org/resource/Limerick>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/River>},0.162033649,0
List the people who were born in Gelnhausen and graduated from Pepperdine University?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/United_States_Department_of_Agriculture> <http://dbpedia.org/ontology/leader> ?uri },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Gelnhausen> . ?uri <http://dbpedia.org/property/education> <http://dbpedia.org/resource/Pepperdine_University>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},0.162033649,0
List the Sci-fi TV shows with theme music given by Ron Grainer?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Album_(2016_film)> <http://dbpedia.org/ontology/runtime> ?uri },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Science_fiction> . ?uri <http://dbpedia.org/property/themeMusicComposer> <http://dbpedia.org/resource/Ron_Grainer>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},0.162033649,0
Which TV show is related to The Sarah Jane Adventures and theme music is composed by  Ron Grainer?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Jerry_Seinfeld> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/related> <http://dbpedia.org/resource/The_Sarah_Jane_Adventures> . ?uri <http://dbpedia.org/property/themeMusicComposer> <http://dbpedia.org/resource/Ron_Grainer>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>},0.162033649,0
Which american football team is owned by Mark davis and is located in O.co Colliseum ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Work> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/owner> <http://dbpedia.org/resource/Mark_Davis_(American_football)> . ?uri <http://dbpedia.org/ontology/locationCity> <http://dbpedia.org/resource/O.co_Coliseum>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmericanFootballTeam>},0.162033649,0
Name a person who works in Open Society Foundation and has wife named Susan Weber Soros ?,"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/routeStart> <http://dbpedia.org/resource/Red_Lion,_York_County,_Pennsylvania> }",SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/employer> <http://dbpedia.org/resource/Open_Society_Foundations> . ?uri <http://dbpedia.org/property/spouse> <http://dbpedia.org/resource/Susan_Weber_Soros>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>},0.162033649,0
Name the company which produces both  Boeing F/A-18 E/F Hornet nad CH-46 Chinook ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/BMW_M40> <http://dbpedia.org/ontology/successor> ?uri },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Boeing_F/A-18E/F_Super_Hornet> . ?uri <http://dbpedia.org/property/products> <http://dbpedia.org/resource/Boeing_CH-47_Chinook>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},0.162033649,0
List sports managers who managed Middlesbrough F.C. and England national under-21 football team?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Adventurers_(1926_film)> <http://dbpedia.org/ontology/director> ?uri },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/managerClub> <http://dbpedia.org/resource/Middlesbrough_F.C.> . ?uri <http://dbpedia.org/property/managerclubs> <http://dbpedia.org/resource/England_national_under-21_football_team>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SportsManager>},0.162033649,0
List the softwares which runs on Microsoft Windows and has license as Software as a service?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/operatingSystem> <http://dbpedia.org/resource/Microsoft_Windows> . ?uri <http://dbpedia.org/ontology/license> <http://dbpedia.org/resource/Software_as_a_service>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Software>},0.162033649,0
"List the people with final resting place as Plymouth, Vermont and has Samuel W. McCall as predecessor?",SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Presenter> },"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/restingPlace> <http://dbpedia.org/resource/Plymouth,_Vermont> . ?uri <http://dbpedia.org/property/predecessor> <http://dbpedia.org/resource/Samuel_W._McCall>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person>}",0.162033649,0
Name the company whose key person is Raymond Conner and produces Boeing CH-47 Chinook?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/predecessor> <http://dbpedia.org/resource/Austin_London_Taxicab> },SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/keyPeople> <http://dbpedia.org/resource/Raymond_Conner> . ?uri <http://dbpedia.org/property/products> <http://dbpedia.org/resource/Boeing_CH-47_Chinook>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company>},0.162033649,0
Name the office holder whose final resting place is North Bend and was part of Siege of fort recovery conflict ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Origin_(band)> <http://dbpedia.org/ontology/genre> ?uri },"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/battle> <http://dbpedia.org/resource/Siege_of_Fort_Recovery> . ?uri <http://dbpedia.org/property/restingplace> <http://dbpedia.org/resource/North_Bend,_Ohio>  . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/OfficeHolder>}",0.162033649,0
